Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"BIGC","BIGCOMMERCE HOLDINGS INC SERIES","IT","Aktien","605.366,63","0,02","605.366,63","81.917,00","7,39","Vereinigte Staaten","NASDAQ","USD"
"QCRH","QCR HOLDINGS INC","Financials","Aktien","605.061,00","0,02","605.061,00","14.615,00","41,40","Vereinigte Staaten","NASDAQ","USD"
"T82U","SUNTEC UNITS TRUST","Immobilien","Aktien","604.902,00","0,02","604.902,00","597.800,00","1,01","Singapur","Singapore Exchange","SGD"
"ONT","OXFORD NANOPORE TECHNOLOGIES PLC","Gesundheitsversorgung","Aktien","604.691,81","0,02","604.691,81","209.355,00","2,89","Vereinigtes Königreich","London Stock Exchange","GBP"
"CNE","CAPRICORN ENERGY PLC","Energie","Aktien","604.212,41","0,02","604.212,41","219.105,00","2,76","Vereinigtes Königreich","London Stock Exchange","GBP"
"4206","AICA KOGYO LTD","Materialien","Aktien","603.943,74","0,02","603.943,74","26.700,00","22,62","Japan","Tokyo Stock Exchange","JPY"
"1833","OKUMURA CORP","Industrie","Aktien","604.053,91","0,02","604.053,91","24.700,00","24,46","Japan","Tokyo Stock Exchange","JPY"
"CTD","CORPORATE TRAVEL MANAGEMENT LTD","Zyklische Konsumgüter ","Aktien","604.068,76","0,02","604.068,76","43.694,00","13,83","Australien","Asx - All Markets","AUD"
"KEN","KENON HOLDINGS LTD","Versorger","Aktien","603.761,80","0,02","603.761,80","22.966,00","26,29","Israel","Tel Aviv Stock Exchange","ILS"
"GPE","GREAT PORTLAND ESTATES PLC","Immobilien","Aktien","601.602,86","0,02","601.602,86","89.717,00","6,71","Vereinigtes Königreich","London Stock Exchange","GBP"
"SRE","SIRIUS REAL ESTATE LD LTD","Immobilien","Aktien","601.832,67","0,02","601.832,67","594.442,00","1,01","Vereinigtes Königreich","London Stock Exchange","GBP"
"AI","C3 AI INC CLASS A","IT","Aktien","601.870,50","0,02","601.870,50","33.775,00","17,82","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BUFAB","BUFAB AB","Industrie","Aktien","601.213,42","0,02","601.213,42","18.159,00","33,11","Schweden","Nasdaq Omx Nordic","SEK"
"PLRX","PLIANT THERAPEUTICS INC","Gesundheitsversorgung","Aktien","599.945,25","0,02","599.945,25","21.237,00","28,25","Vereinigte Staaten","NASDAQ","USD"
"4902","KONICA MINOLTA INC","IT","Aktien","599.766,46","0,02","599.766,46","144.800,00","4,14","Japan","Tokyo Stock Exchange","JPY"
"AGIO","AGIOS PHARMACEUTICALS INC","Gesundheitsversorgung","Aktien","599.788,62","0,02","599.788,62","26.226,00","22,87","Vereinigte Staaten","NASDAQ","USD"
"ALK","ALASKA AIR GROUP INC","Industrie","Aktien","599.400,32","0,02","599.400,32","13.792,00","43,46","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"INE","INNERGEX RENEWABLE ENERGY INC","Versorger","Aktien","599.043,57","0,02","599.043,57","58.452,00","10,25","Kanada","Toronto Stock Exchange","CAD"
"ZIP","ZIPRECRUITER INC CLASS A","Kommunikation","Aktien","598.524,08","0,02","598.524,08","35.332,00","16,94","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ARI","APOLLO COMMERCIAL REAL ESTATE FINA","Financials","Aktien","598.739,68","0,02","598.739,68","59.164,00","10,12","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HLF","HERBALIFE NUTRITION LTD","Nichtzyklische Konsumgüter","Aktien","598.248,74","0,02","598.248,74","40.259,00","14,86","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"4023","KUREHA CORP","Materialien","Aktien","598.391,66","0,02","598.391,66","9.700,00","61,69","Japan","Tokyo Stock Exchange","JPY"
"7327","DAISHI HOKUETSU FINANCIAL GROUP IN","Financials","Aktien","597.840,85","0,02","597.840,85","27.000,00","22,14","Japan","Tokyo Stock Exchange","JPY"
"9682","DTS CORP","IT","Aktien","597.359,82","0,02","597.359,82","25.300,00","23,61","Japan","Tokyo Stock Exchange","JPY"
"ZUO","ZUORA INC CLASS A","IT","Aktien","596.846,43","0,02","596.846,43","76.617,00","7,79","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RCKT","ROCKET PHARMACEUTICALS INC","Gesundheitsversorgung","Aktien","596.485,12","0,02","596.485,12","33.286,00","17,92","Vereinigte Staaten","NASDAQ","USD"
"MIR","MIRION TECHNOLOGIES INC CLASS A","IT","Aktien","596.046,60","0,02","596.046,60","73.586,00","8,10","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MOR","MORPHOSYS AG","Gesundheitsversorgung","Aktien","595.348,10","0,02","595.348,10","28.293,00","21,04","Deutschland","Xetra","EUR"
"6652","IDEC CORP","Industrie","Aktien","595.564,21","0,02","595.564,21","24.500,00","24,31","Japan","Tokyo Stock Exchange","JPY"
"LZB","LA-Z-BOY INC","Zyklische Konsumgüter ","Aktien","595.601,63","0,02","595.601,63","20.731,00","28,73","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"3296","NIPPON REIT INVESTMENT REIT CORP","Immobilien","Aktien","595.057,47","0,02","595.057,47","254,00","2.342,75","Japan","Tokyo Stock Exchange","JPY"
"SZU","SUEDZUCKER AG","Nichtzyklische Konsumgüter","Aktien","595.128,86","0,02","595.128,86","29.425,00","20,23","Deutschland","Xetra","EUR"
"DHIL","DIAMOND HILL INVESTMENT GROUP INC","Financials","Aktien","595.142,52","0,02","595.142,52","3.671,00","162,12","Vereinigte Staaten","NASDAQ","USD"
"2282","NH FOODS LTD","Nichtzyklische Konsumgüter","Aktien","594.778,39","0,02","594.778,39","20.400,00","29,16","Japan","Tokyo Stock Exchange","JPY"
"3397","TORIDOLL HOLDINGS CORP","Zyklische Konsumgüter ","Aktien","594.895,90","0,02","594.895,90","28.000,00","21,25","Japan","Tokyo Stock Exchange","JPY"
"2670","ABC MART INC","Zyklische Konsumgüter ","Aktien","594.536,04","0,02","594.536,04","10.500,00","56,62","Japan","Tokyo Stock Exchange","JPY"
"TSU","TRISURA GROUP LTD","Financials","Aktien","594.412,14","0,02","594.412,14","25.749,00","23,08","Kanada","Toronto Stock Exchange","CAD"
"ERA","ERAMET SA","Materialien","Aktien","593.397,90","0,02","593.397,90","6.101,00","97,26","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"4958","T HASEGAWA LTD","Materialien","Aktien","593.559,28","0,02","593.559,28","25.100,00","23,65","Japan","Tokyo Stock Exchange","JPY"
"MGNS","MORGAN SINDALL GROUP PLC","Industrie","Aktien","593.064,19","0,02","593.064,19","27.854,00","21,29","Vereinigtes Königreich","London Stock Exchange","GBP"
"3107","DAIWABO HOLDINGS LTD","IT","Aktien","592.942,39","0,02","592.942,39","31.600,00","18,76","Japan","Tokyo Stock Exchange","JPY"
"BIR","BIRCHCLIFF ENERGY LTD","Energie","Aktien","592.563,09","0,02","592.563,09","97.892,00","6,05","Kanada","Toronto Stock Exchange","CAD"
"HAYW","HAYWARD HOLDINGS INC","Industrie","Aktien","591.958,64","0,02","591.958,64","49.166,00","12,04","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"9003","SOTETSU HOLDINGS INC","Industrie","Aktien","592.081,67","0,02","592.081,67","31.200,00","18,98","Japan","Tokyo Stock Exchange","JPY"
"7966","LINTEC CORP","Materialien","Aktien","592.178,61","0,02","592.178,61","35.600,00","16,63","Japan","Tokyo Stock Exchange","JPY"
"IIA","IMMOFINANZ AG","Immobilien","Aktien","591.362,10","0,02","591.362,10","36.144,00","16,36","Österreich","Wiener Boerse Ag","EUR"
"2412","BENEFIT ONE INC","Industrie","Aktien","591.376,64","0,02","591.376,64","43.200,00","13,69","Japan","Tokyo Stock Exchange","JPY"
"ATH","ATHABASCA OIL CORP","Energie","Aktien","591.305,35","0,02","591.305,35","240.116,00","2,46","Kanada","Toronto Stock Exchange","CAD"
"BLDP","BALLARD POWER SYSTEMS INC","Industrie","Aktien","590.657,37","0,02","590.657,37","133.741,00","4,42","Kanada","Toronto Stock Exchange","CAD"
"CF","CANACCORD GENUITY GROUP INC","Financials","Aktien","590.234,13","0,02","590.234,13","74.055,00","7,97","Kanada","Toronto Stock Exchange","CAD"
"MEKO","MEKO","Zyklische Konsumgüter ","Aktien","589.122,44","0,02","589.122,44","48.073,00","12,25","Schweden","Nasdaq Omx Nordic","SEK"
"EVBG","EVERBRIDGE INC","IT","Aktien","589.145,04","0,02","589.145,04","22.418,00","26,28","Vereinigte Staaten","NASDAQ","USD"
"8972","KENEDIX OFFICE INVESTMENT REIT COR","Immobilien","Aktien","589.237,32","0,02","589.237,32","267,00","2.206,88","Japan","Tokyo Stock Exchange","JPY"
"TRUP","TRUPANION INC","Financials","Aktien","588.864,92","0,02","588.864,92","16.772,00","35,11","Vereinigte Staaten","NASDAQ","USD"
"SUMO","SUMO LOGIC INC","IT","Aktien","588.276,00","0,02","588.276,00","49.023,00","12,00","Vereinigte Staaten","NASDAQ","USD"
"COLR","ETABLISSEMENTEN FRANZ COLRUYT NV","Nichtzyklische Konsumgüter","Aktien","588.297,53","0,02","588.297,53","21.188,00","27,77","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"ANDE","ANDERSONS INC","Nichtzyklische Konsumgüter","Aktien","587.894,40","0,02","587.894,40","13.152,00","44,70","Vereinigte Staaten","NASDAQ","USD"
"2222","KOTOBUKI SPIRITS LTD","Nichtzyklische Konsumgüter","Aktien","587.522,49","0,02","587.522,49","8.000,00","73,44","Japan","Tokyo Stock Exchange","JPY"
"LEHN","LEM HOLDING SA","IT","Aktien","587.135,55","0,02","587.135,55","265,00","2.215,61","Schweiz","SIX Swiss Exchange","CHF"
"POST","OSTERREICHISCHE POST AG","Industrie","Aktien","587.212,08","0,02","587.212,08","15.197,00","38,64","Österreich","Wiener Boerse Ag","EUR"
"3360","SHIP HEALTHCARE HOLDINGS INC","Gesundheitsversorgung","Aktien","586.980,50","0,02","586.980,50","33.400,00","17,57","Japan","Tokyo Stock Exchange","JPY"
"3492","TAKARA LEBEN REAL ESTATE REIT CORP","Immobilien","Aktien","585.965,56","0,02","585.965,56","872,00","671,98","Japan","Tokyo Stock Exchange","JPY"
"6005","MIURA LTD","Industrie","Aktien","585.914,15","0,02","585.914,15","22.100,00","26,51","Japan","Tokyo Stock Exchange","JPY"
"MRE","MARTINREA INTERNATIONAL INC","Zyklische Konsumgüter ","Aktien","584.632,97","0,02","584.632,97","56.038,00","10,43","Kanada","Toronto Stock Exchange","CAD"
"USPH","US PHYSICAL THERAPY INC","Gesundheitsversorgung","Aktien","584.784,78","0,02","584.784,78","5.493,00","106,46","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"LGND","LIGAND PHARMACEUTICALS INC","Gesundheitsversorgung","Aktien","584.306,55","0,02","584.306,55","7.653,00","76,35","Vereinigte Staaten","NASDAQ","USD"
"4980","DEXERIALS CORP","IT","Aktien","584.188,30","0,02","584.188,30","31.000,00","18,84","Japan","Tokyo Stock Exchange","JPY"
"MLAB","MESA LABS INC","Gesundheitsversorgung","Aktien","583.784,06","0,02","583.784,06","3.506,00","166,51","Vereinigte Staaten","NASDAQ","USD"
"MYCR","MYCRONIC","IT","Aktien","583.074,02","0,02","583.074,02","27.485,00","21,21","Schweden","Nasdaq Omx Nordic","SEK"
"IMAX","IMAX CORP","Kommunikation","Aktien","582.766,15","0,02","582.766,15","27.817,00","20,95","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"4205","ZEON JAPAN CORP","Materialien","Aktien","582.518,27","0,02","582.518,27","56.900,00","10,24","Japan","Tokyo Stock Exchange","JPY"
"8366","SHIGA BANK LTD","Financials","Aktien","581.955,72","0,02","581.955,72","28.100,00","20,71","Japan","Tokyo Stock Exchange","JPY"
"778","FORTUNE REAL ESTATE INVESTMENT TRU","Immobilien","Aktien","581.632,89","0,02","581.632,89","696.000,00","0,84","Hongkong","Hong Kong Exchanges & Clearing Ltd","HKD"
"DGII","DIGI INTERNATIONAL INC","IT","Aktien","580.640,32","0,02","580.640,32","19.252,00","30,16","Vereinigte Staaten","NASDAQ","USD"
"EMIS","EMIS GROUP PLC","Gesundheitsversorgung","Aktien","580.281,17","0,02","580.281,17","28.289,00","20,51","Vereinigtes Königreich","London Stock Exchange","GBP"
"DVAX","DYNAVAX TECHNOLOGIES CORP","Gesundheitsversorgung","Aktien","580.430,37","0,02","580.430,37","55.757,00","10,41","Vereinigte Staaten","NASDAQ","USD"
"STRS","STRAUSS GROUP LTD","Nichtzyklische Konsumgüter","Aktien","580.448,75","0,02","580.448,75","26.198,00","22,16","Israel","Tel Aviv Stock Exchange","ILS"
"GBF","BILFINGER","Industrie","Aktien","579.779,29","0,02","579.779,29","13.397,00","43,28","Deutschland","Xetra","EUR"
"SBGI","SINCLAIR BROADCAST GROUP INC CLASS","Kommunikation","Aktien","579.634,38","0,02","579.634,38","29.142,00","19,89","Vereinigte Staaten","NASDAQ","USD"
"3593","HOGY MEDICAL LTD","Gesundheitsversorgung","Aktien","579.297,18","0,02","579.297,18","23.200,00","24,97","Japan","Tokyo Stock Exchange","JPY"
"SIL","SILVERCREST METALS INC","Materialien","Aktien","578.286,33","0,02","578.286,33","88.425,00","6,54","Kanada","Toronto Stock Exchange","CAD"
"AVNS","AVANOS MEDICAL INC","Gesundheitsversorgung","Aktien","578.452,28","0,02","578.452,28","19.582,00","29,54","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EQX","EQUINOX GOLD CORP","Materialien","Aktien","577.778,66","0,02","577.778,66","116.440,00","4,96","Kanada","Toronto Stock Exchange","CAD"
"ADT","ADT INC","Zyklische Konsumgüter ","Aktien","577.801,30","0,02","577.801,30","86.239,00","6,70","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CG","CENTERRA GOLD INC","Materialien","Aktien","577.931,64","0,02","577.931,64","85.573,00","6,75","Kanada","Toronto Stock Exchange","CAD"
"NFG","NEXT 15 GROUP PLC","Kommunikation","Aktien","577.583,16","0,02","577.583,16","54.576,00","10,58","Vereinigtes Königreich","London Stock Exchange","GBP"
"7729","TOKYO SEIMITSU LTD","IT","Aktien","576.506,44","0,02","576.506,44","15.700,00","36,72","Japan","Tokyo Stock Exchange","JPY"
"2809","KEWPIE CORP","Nichtzyklische Konsumgüter","Aktien","575.844,01","0,02","575.844,01","34.300,00","16,79","Japan","Tokyo Stock Exchange","JPY"
"3050","DCM HOLDINGS LTD","Zyklische Konsumgüter ","Aktien","575.184,52","0,02","575.184,52","55.000,00","10,46","Japan","Tokyo Stock Exchange","JPY"
"8282","KS HOLDINGS CORP","Zyklische Konsumgüter ","Aktien","574.336,28","0,02","574.336,28","64.900,00","8,85","Japan","Tokyo Stock Exchange","JPY"
"3387","CREATE RESTAURANTS HOLDINGS INC","Zyklische Konsumgüter ","Aktien","574.376,68","0,02","574.376,68","79.000,00","7,27","Japan","Tokyo Stock Exchange","JPY"
"CARM","CARMILA SA","Immobilien","Aktien","574.447,41","0,02","574.447,41","33.920,00","16,94","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"10","HANG LUNG GROUP LTD","Immobilien","Aktien","574.027,69","0,02","574.027,69","327.000,00","1,76","Hongkong","Hong Kong Exchanges & Clearing Ltd","HKD"
"5703","NIPPON LIGHT METAL HOLDINGS LTD","Materialien","Aktien","574.077,11","0,02","574.077,11","55.010,00","10,44","Japan","Tokyo Stock Exchange","JPY"
"CNM","CORE & MAIN INC CLASS A","Industrie","Aktien","573.736,96","0,02","573.736,96","22.016,00","26,06","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MIPS","MIPS","Zyklische Konsumgüter ","Aktien","573.435,80","0,02","573.435,80","10.644,00","53,87","Schweden","Nasdaq Omx Nordic","SEK"
"AMOT","AMOT INVESTMENTS LTD","Immobilien","Aktien","573.269,39","0,02","573.269,39","108.803,00","5,27","Israel","Tel Aviv Stock Exchange","ILS"
"CY6U","CAPITALAND INDIA UNITS TRUST","Immobilien","Aktien","572.880,11","0,02","572.880,11","701.200,00","0,82","Singapur","Singapore Exchange","SGD"
"HUBN","HUBER & SUHNER AG","Industrie","Aktien","572.819,50","0,02","572.819,50","6.965,00","82,24","Schweiz","SIX Swiss Exchange","CHF"
"KNT","K92 MINING INC","Materialien","Aktien","572.235,52","0,02","572.235,52","120.516,00","4,75","Kanada","Toronto Stock Exchange","CAD"
"9449","GMO INTERNET GROUP INC","IT","Aktien","571.726,95","0,02","571.726,95","28.600,00","19,99","Japan","Tokyo Stock Exchange","JPY"
"1893","PENTA-OCEAN CONSTRUCTION LTD","Industrie","Aktien","571.570,52","0,02","571.570,52","118.100,00","4,84","Japan","Tokyo Stock Exchange","JPY"
"HVN","HARVEY NORMAN HOLDINGS LTD","Zyklische Konsumgüter ","Aktien","571.620,49","0,02","571.620,49","239.606,00","2,39","Australien","Asx - All Markets","AUD"
"2931","EUGLENA LTD","Nichtzyklische Konsumgüter","Aktien","570.640,03","0,02","570.640,03","87.600,00","6,51","Japan","Tokyo Stock Exchange","JPY"
"7956","PIGEON CORP","Nichtzyklische Konsumgüter","Aktien","570.789,85","0,02","570.789,85","36.800,00","15,51","Japan","Tokyo Stock Exchange","JPY"
"VITR","VITROLIFE","Gesundheitsversorgung","Aktien","569.573,01","0,02","569.573,01","25.357,00","22,46","Schweden","Nasdaq Omx Nordic","SEK"
"MLKN","MILLERKNOLL INC","Industrie","Aktien","568.287,09","0,02","568.287,09","33.409,00","17,01","Vereinigte Staaten","NASDAQ","USD"
"4506","SUMITOMO PHARMA LTD","Gesundheitsversorgung","Aktien","567.479,16","0,02","567.479,16","90.800,00","6,25","Japan","Tokyo Stock Exchange","JPY"
"WHR","WAREHOUSE REIT PLC","Immobilien","Aktien","567.643,44","0,02","567.643,44","412.817,00","1,38","Vereinigtes Königreich","London Stock Exchange","GBP"
"SES","SESA","IT","Aktien","566.990,00","0,02","566.990,00","4.631,00","122,43","Italien","Borsa Italiana","EUR"
"BMBL","BUMBLE INC CLASS A","Kommunikation","Aktien","566.021,43","0,02","566.021,43","31.083,00","18,21","Vereinigte Staaten","NASDAQ","USD"
"UMH","UMH PROPERTIES INC","Immobilien","Aktien","566.169,60","0,02","566.169,60","37.248,00","15,20","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"7780","MENICON LTD","Gesundheitsversorgung","Aktien","565.857,60","0,02","565.857,60","26.800,00","21,11","Japan","Tokyo Stock Exchange","JPY"
"HLUN B","H. LUNDBECK CLASS B","Gesundheitsversorgung","Aktien","565.418,29","0,02","565.418,29","106.748,00","5,30","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"ENVA","ENOVA INTERNATIONAL INC","Financials","Aktien","564.767,28","0,02","564.767,28","12.859,00","43,92","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CNS","COHEN & STEERS INC","Financials","Aktien","564.503,94","0,02","564.503,94","9.399,00","60,06","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"6473","JTEKT CORP","Zyklische Konsumgüter ","Aktien","564.194,18","0,02","564.194,18","68.900,00","8,19","Japan","Tokyo Stock Exchange","JPY"
"MOVE","MEDACTA GROUP SA","Gesundheitsversorgung","Aktien","564.239,76","0,02","564.239,76","4.192,00","134,60","Schweiz","SIX Swiss Exchange","CHF"
"TGYM","TECHNOGYM","Zyklische Konsumgüter ","Aktien","563.614,95","0,02","563.614,95","61.769,00","9,12","Italien","Borsa Italiana","EUR"
"WWW","WOLVERINE WORLD WIDE INC","Zyklische Konsumgüter ","Aktien","563.267,52","0,02","563.267,52","33.648,00","16,74","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HDN","HOMECO DAILY NEEDS UNITS","Immobilien","Aktien","563.340,00","0,02","563.340,00","710.373,00","0,79","Australien","Asx - All Markets","AUD"
"RUS","RUSSEL METALS INC","Industrie","Aktien","562.357,89","0,02","562.357,89","22.108,00","25,44","Kanada","Toronto Stock Exchange","CAD"
"4631","DIC CORP","Materialien","Aktien","562.267,84","0,02","562.267,84","30.600,00","18,37","Japan","Tokyo Stock Exchange","JPY"
"E5H","GOLDEN AGRI RESOURCES LTD","Nichtzyklische Konsumgüter","Aktien","561.171,91","0,02","561.171,91","2.722.500,00","0,21","Singapur","Singapore Exchange","SGD"
"PACW","PACWEST BANCORP","Financials","Aktien","561.183,35","0,02","561.183,35","55.289,00","10,15","Vereinigte Staaten","NASDAQ","USD"
"AAF","AIRTEL AFRICA PLC","Kommunikation","Aktien","561.233,74","0,02","561.233,74","371.792,00","1,51","Vereinigtes Königreich","London Stock Exchange","GBP"
"WAWI","WALLENIUS WILHELMSEN","Industrie","Aktien","561.267,45","0,02","561.267,45","75.384,00","7,45","Norwegen","Oslo Bors Asa","NOK"
"KREF","KKR REAL ESTATE FINANCE INC TRUST","Financials","Aktien","561.293,88","0,02","561.293,88","52.262,00","10,74","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ECPG","ENCORE CAPITAL GROUP INC","Financials","Aktien","561.377,88","0,02","561.377,88","10.926,00","51,38","Vereinigte Staaten","NASDAQ","USD"
"LILAK","LIBERTY LATIN AMERICA LTD CLASS C","Kommunikation","Aktien","560.994,00","0,02","560.994,00","63.175,00","8,88","Vereinigte Staaten","NASDAQ","USD"
"METSB","METSA BOARD CLASS B","Materialien","Aktien","560.591,96","0,02","560.591,96","77.702,00","7,21","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"ELME","ELME","Immobilien","Aktien","560.767,58","0,02","560.767,58","32.546,00","17,23","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
